"eid","exercise","Short YouTube Demonstration","InDepth YouTube Explanation","Difficulty Level","Target Muscle Group","Prime Mover Muscle","Secondary Muscle","Tertiary Muscle","Primary Equipment","Secondary Equipment","Body Region","Force Type","mechanics","Primary Exercise Classification","setsxreps"
185,"Double Dumbbell Reverse Grip Bench Press","https://youtu.be/Cb5ZNB7Vf-0?si=_wFvEZ4u-wYsUhzm","https://youtu.be/g8OD0teBMb8","Novice","Chest","Pectoralis Major",NULL,NULL,"Dumbbell","Bench (Flat)","Upper Body","Push","Compound","Bodybuilding","4x12"
186,"Single Arm Cable Seated Floor Lat Pulldown","https://youtu.be/N7FcfA7UFZk",NULL,"Novice","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Cable","None","Upper Body","Pull","Compound","Bodybuilding","4x12"
190,"Double Kettlebell Pendlay Row","https://youtu.be/KoOmLu7ms1s","https://youtu.be/RBo0_6-W8d0?si=ZfmECTbG0tTw3W4a","Novice","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Kettlebell","None","Upper Body","Pull","Compound","Bodybuilding","4x12"
191,"Double Kettlebell Half Kneeling Overhead Press","https://youtu.be/ZcUxxxNl1PA",NULL,"Novice","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Kettlebell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
194,"Double Dumbbell Glute Bridge Isometric Floor Press","https://youtu.be/195-8CoZDgo",NULL,"Novice","Chest","Pectoralis Major","Triceps Brachii","Anterior Deltoids","Dumbbell","None","Full Body","Push","Compound","Bodybuilding","4x12"
196,"Alternating Double Kettlebell Z Press","https://youtu.be/DmC9vPYvU0g?si=mIpOJCXLUo_un5rT",NULL,"Novice","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Kettlebell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
200,"Double Kettlebell Seesaw Z Press","https://youtu.be/n54YmZS9uM4",NULL,"Novice","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Kettlebell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
201,"Double Plate Lu Raise","https://youtu.be/IeGDlglTK9M","https://youtu.be/FfDy-4HN_PU","Novice","Shoulders","Infraspinatus","Posterior Deltoids",NULL,"Weight Plate","None","Upper Body","Unsorted*","Compound","Mobility","2x20"
204,"Barbell Decline Bench Press","https://youtu.be/6yGZ0KCaiWM","https://youtu.be/LfyQBUKR8SE","Novice","Chest","Pectoralis Major","Triceps Brachii","Anterior Deltoids","Barbell","Bench (Decline)","Upper Body","Push","Compound","Bodybuilding","4x12"
205,"Kettlebell Half Kneeling Alternating Halo","https://youtu.be/A2jT86tgnII",NULL,"Novice","Shoulders","Posterior Deltoids","Medial Deltoids",NULL,"Kettlebell","None","Upper Body","Pull","Compound","Mobility","2x20"
206,"Kettlebell Tall Kneeling Alternating Halo","https://youtu.be/ejbfyLEaXi4","https://youtu.be/FfDy-4HN_PU","Novice","Shoulders","Posterior Deltoids","Medial Deltoids",NULL,"Kettlebell","None","Upper Body","Pull","Compound","Mobility","2x20"
208,"Kettlebell Tall Kneeling Alternating Hip to Halo","https://youtu.be/4frRMFUlaFs",NULL,"Novice","Shoulders","Posterior Deltoids","Medial Deltoids",NULL,"Kettlebell","None","Upper Body","Pull","Compound","Mobility","2x20"
209,"Barbell Seated Overhead Press","https://youtu.be/Mdx1V3v7E5g",NULL,"Novice","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Barbell","Bench (Flat)","Upper Body","Push","Compound","Bodybuilding","4x12"
210,"Dumbbell Crush Grip Z Press","https://youtu.be/_othSKjqF30",NULL,"Novice","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Dumbbell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
211,"Barbell Half Kneeling Overhead Press","https://youtu.be/HdsS7MO_KFs?si=6N85JwB13t24ha7T","https://youtu.be/7uR7EFXk3Fk?si=EB7RkKIUXgoKeFik","Novice","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Barbell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
212,"Barbell Tall Kneeling Overhead Press","https://youtu.be/j2slieruHx0?si=qsnkz69oUwDeE0hp","https://youtu.be/XTerH-QeCSg?si=Zp_4mKUx_ILMyqu1","Novice","Shoulders","Anterior Deltoids","Triceps Brachii",NULL,"Barbell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
213,"Barbell Bodyweight Row","https://youtu.be/bHO0A4ZF_Zg",NULL,"Novice","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Barbell","None","Upper Body","Pull","Compound","Calisthenics","4x20"
214,"Ring Row","https://youtu.be/xhlReCpAE9k",NULL,"Novice","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
215,"Slider Single Arm Kettlebell Suitcase Ipsilateral Reverse Lunge","https://youtu.be/DS-pvuh8VEo?si=KEDC31EUxCubFjGj",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
216,"Slider Single Arm Kettlebell Front Rack Contralateral Reverse Lunge","https://youtu.be/iRHrBseKm0k?si=X-TqbB38SGkCSqnE",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
217,"Ring Bulgarian Row","https://youtu.be/5CxPrNkhm2k",NULL,"Novice","Back","Latissimus Dorsi","Biceps Brachii",NULL,"Gymnastic Rings","None","Upper Body","Pull","Compound","Calisthenics","4x20"
218,"Alternating Double Kettlebell Rotational Overhead Press","https://youtu.be/VQKcF1HfsYk",NULL,"Novice","Shoulders","Anterior Deltoids",NULL,NULL,"Kettlebell","None","Upper Body","Push","Compound","Bodybuilding","4x12"
221,"Macebell Ballistic Curl","https://youtu.be/e8aZdfRK4FE?si=VtO52sSIMj0T-KCF",NULL,"Novice","Biceps","Biceps Brachii",NULL,NULL,"Macebell","None","Upper Body","Pull","Compound","Ballistics","4x10"
222,"Single Arm Indian Club Outer Heart Shaped Swing",NULL,NULL,"Novice","Shoulders","Posterior Deltoids",NULL,NULL,"Indian Club","None","Upper Body","Unsorted*",NULL,"Mobility","2x20"
227,"Single Arm Indian Club Inner Heart Shaped Swing",NULL,NULL,"Novice","Shoulders","Posterior Deltoids",NULL,NULL,"Indian Club","None","Upper Body","Unsorted*",NULL,"Mobility","2x20"
228,"Single Arm Ring Dead Hang","https://youtu.be/7J_x9uMtr-o?si=2tga8qG4urWcSCMT",NULL,"Novice","Back","Latissimus Dorsi",NULL,NULL,"Gymnastic Rings","None","Upper Body","Other","Compound","Calisthenics","4x20"
229,"Single Arm Dumbbell Suitcase Deadlift","https://youtu.be/syhrlmOkV_Y",NULL,"Novice","Back","Latissimus Dorsi","Obliques",NULL,"Dumbbell","None","Full Body","Pull","Compound","Bodybuilding","4x12"
230,"Slider Single Arm Kettlebell Front Rack Ipsilateral Reverse Lunge","https://youtu.be/7wCLqLLyHh0?si=hFc7L_yPlG-KnZVg",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
234,"Barbell Conventional Deadlift","https://youtu.be/op9kVnSso6Q","https://youtu.be/p2OPUi4xGrM","Novice","Back","Latissimus Dorsi",NULL,NULL,"Barbell","None","Full Body","Pull","Compound","Powerlifting","5x5"
235,"Barbell Sumo Deadlift","https://youtu.be/wQHSYDSgDn8","https://youtu.be/cDlOSfu-zHY","Novice","Back","Latissimus Dorsi","Gluteus Maximus","Biceps Femoris","Barbell","None","Full Body","Pull","Compound","Powerlifting","5x5"
236,"Barbell Rack Pull","https://youtu.be/zdaEWO0S5HU","https://youtu.be/cxVrqTqD_J4","Novice","Back","Latissimus Dorsi",NULL,NULL,"Barbell","None","Full Body","Pull","Compound","Bodybuilding","4x12"
237,"Barbell Snatch Grip Deadlift","https://youtu.be/0Ah-ol5EGlo","https://youtu.be/GP6VNoIZyF4","Intermediate","Back","Latissimus Dorsi",NULL,NULL,"Barbell","None","Full Body","Pull","Compound","Bodybuilding","4x12"
240,"Barbell Seated Good Morning","https://youtu.be/ZPeJ0s8X6Gs","https://youtu.be/cJWYiUkiWrE","Intermediate","Back","Erector Spinae",NULL,NULL,"Barbell","Bench (Flat)","Unsorted*","Unsorted*","Compound","Bodybuilding","4x12"
241,"Barbell Good Morning","https://youtu.be/F8dCjzbed-4","https://youtu.be/f23vXjoG2e8","Intermediate","Back","Erector Spinae",NULL,NULL,"Barbell","None","Unsorted*","Unsorted*","Compound","Bodybuilding","4x12"
246,"Suspension Alternating Reverse Lunge","https://youtu.be/oRO4ailwZb4",NULL,"Beginner","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Suspension Trainer","None","Lower Body","Push","Compound","Bodybuilding","4x12"
247,"Bodyweight Squat to Bench","https://youtu.be/93l0NGCosAE",NULL,"Beginner","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","Bench (Flat)","Lower Body","Push","Compound","Calisthenics","4x20"
248,"Bodyweight Squat","https://youtu.be/C_VtOYc6j5c","https://youtu.be/X8DnpBl7Hwk?si=-pUtkTHlnl_1sYvs","Beginner","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","None","Lower Body","Push","Compound","Calisthenics","4x20"
249,"Bodyweight Hand Assisted Split Squat","https://youtu.be/WRCsxtCfrEE",NULL,"Beginner","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","None","Lower Body","Push","Compound","Bodybuilding","4x12"
250,"Bodyweight Walking Lunge","https://youtu.be/tlbTz6IamaE",NULL,"Beginner","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","None","Lower Body","Push","Compound","Bodybuilding","4x12"
251,"Dumbbell Goblet Squat","https://youtu.be/a-dqF4NL2K4","https://youtu.be/9W5KAqHfDe8","Beginner","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
252,"Miniband Romanian Deadlift","https://youtu.be/N5lBa2zMAPI?si=Eth4HWtKMOXBXNx6",NULL,"Beginner","Hamstrings","Biceps Femoris","Gluteus Maximus",NULL,"Miniband","None","Lower Body","Pull","Compound","Bodybuilding","4x12"
254,"Cable Prone Single Leg Hamstring Curl","https://youtu.be/k6Vo8hBLypQ",NULL,"Beginner","Hamstrings","Biceps Femoris","Gluteus Maximus",NULL,"Cable","None","Lower Body","Pull","Isolation","Bodybuilding","4x12"
258,"Barbell Block Pull Deadlift","https://youtu.be/iVpVk8x-VDQ","https://youtu.be/jfSxbT-65ow","Novice","Back","Latissimus Dorsi",NULL,NULL,"Barbell","None","Full Body","Pull","Compound","Bodybuilding","4x12"
260,"Barbell Deficit Deadlift","https://youtu.be/PzoxegwRlOw","https://youtu.be/hnuPZZfeRzs","Intermediate","Back","Latissimus Dorsi",NULL,NULL,"Barbell","None","Full Body","Pull","Compound","Bodybuilding","4x12"
262,"Barbell Glute Bridge","https://youtu.be/6EhYj5eSngY","https://youtu.be/rTqhhHfooxg","Novice","Glutes","Gluteus Maximus",NULL,NULL,"Barbell","None","Lower Body","Unsorted*","Compound","Bodybuilding","4x12"
263,"Barbell Halting Deadlift",NULL,"https://youtu.be/0LrH7uHRGxI","Novice","Back","Latissimus Dorsi",NULL,NULL,"Barbell","None","Full Body","Pull","Compound","Bodybuilding","4x12"
265,"Barbell Low Bar Back Squat",NULL,"https://youtu.be/nhoikoUEI8U","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Barbell","None","Lower Body","Push","Compound","Powerlifting","5x5"
269,"Double Indian Club Lateral Internal and External Rotations",NULL,NULL,"Novice","Shoulders","Posterior Deltoids",NULL,NULL,"Indian Club","None","Upper Body","Unsorted*",NULL,"Mobility","2x20"
270,"Barbell Romanian Deadlift","https://youtu.be/LURGDIX3adY?si=fHh3AAX-mZB09HXi","https://youtu.be/XowKMitOVNc","Novice","Hamstrings","Biceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Pull","Compound","Bodybuilding","4x12"
271,"Single Arm Indian Club Lateral Internal and External Rotation",NULL,NULL,"Novice","Shoulders","Posterior Deltoids",NULL,NULL,"Indian Club","None","Upper Body","Unsorted*",NULL,"Mobility","2x20"
272,"Barbell Back Rack Split Squat","https://youtu.be/KXUJxb8hO8U","https://youtu.be/8nW4ZwKi4gk?si=ArwV6SL5pdH_cg-v","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
273,"Barbell Stiff Legged Deadlift","https://youtu.be/5_t0SsovgW8?si=5Zg1x855TTmrp1cL","https://youtu.be/3bCEilt6FqU","Novice","Hamstrings","Biceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Pull","Compound","Bodybuilding","4x12"
275,"Bodyweight Pistol Squat","https://youtu.be/KA186_3cAGY?si=LQLcC09buiv75LfU","https://youtu.be/hHxm3VbuS-w","Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","None","Lower Body","Push","Compound","Calisthenics","4x20"
276,"Bodyweight Skater Squat","https://youtu.be/kRnLZadW5Q0",NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","None","Lower Body","Push","Compound","Calisthenics","4x20"
277,"Cable Pull Through","https://youtu.be/NEDrQPoITMc?si=ZeJ1LOUbzrjgk-_8","https://youtu.be/DbSF7ipBh5Y","Beginner","Glutes","Gluteus Maximus",NULL,NULL,"Cable","None","Lower Body","Unsorted*","Compound","Bodybuilding","4x12"
278,"Double Dumbbell Suitcase Bulgarian Split Squat","https://youtu.be/G0Mo2LF8uLU","https://youtu.be/JLEyaXRMv8o","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","Bench (Flat)","Lower Body","Push","Compound","Bodybuilding","4x12"
279,"Double Dumbbell Suitcase Step Up","https://youtu.be/37tVohr7LcE",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
280,"Double Dumbbell Suitcase Deficit Split Squat","https://youtu.be/jqWAqPQvqAk","https://youtu.be/YoCOCWeWzaI","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
281,"Double Dumbbell Suitcase Alternating Forward Lunge","https://youtu.be/t7DBjlOTwAk","https://youtu.be/D7KaRcUTQeE","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
282,"Double Dumbbell Suitcase Alternating Reverse Lunge","https://youtu.be/Lsen4vH1nm8","https://youtu.be/sjlsISvHyZs","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
283,"Double Indian Club Overhead Arm Circles",NULL,NULL,"Novice","Shoulders","Medial Deltoids",NULL,NULL,"Indian Club","None","Upper Body","Other",NULL,"Mobility","2x20"
284,"Double Dumbbell Suitcase Split Squat","https://youtu.be/yqH8u037IjM",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
285,"Double Dumbbell Front Rack Alternating Step Up","https://youtu.be/anHX8Zp67C8?si=qbb7ETCqekLaflB_",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","Plyo Box","Lower Body","Push","Compound","Bodybuilding","4x12"
287,"Bodyweight Feet Elevated Glute Bridge","https://youtu.be/kFvF6ZHv-KI","https://youtu.be/eSSloIyhHUw","Novice","Glutes","Gluteus Maximus",NULL,NULL,"Bodyweight","Bench (Flat)","Lower Body","Unsorted*","Compound","Bodybuilding","4x12"
288,"Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Reverse Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
289,"Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Reverse Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
290,"Slider Single Arm Kettlebell Overhead Contralateral Reverse Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
291,"Slider Single Arm Kettlebell Overhead Ipsilateral Reverse Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
292,"Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Reverse Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
293,"Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Reverse Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
294,"Slider Kettlebell Goblet Reverse Lunge","https://youtu.be/8k08cvYq-n8?si=bbPqV1XKB99kPfpP",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
295,"Miniband Thigh Monster Walk","https://youtu.be/po3I8qoRC2c?si=XeJ7Tq5PXt3WLJfl",NULL,"Beginner","Abductors","Gluteus Medius","Gluteus Minimus","Tensor Fasciae Latae","Miniband","None","Lower Body","Other","Compound","Bodybuilding","4x12"
302,"Double Dumbbell Overhead Walking Lunge","https://youtu.be/TBw3mPrKAIs","https://youtu.be/iVbJda5rvUI","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
303,"Stability Ball Double Dumbbell Suitcase Bulgarian Split Squat",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Stability Ball","Dumbbell","Lower Body","Push","Compound","Bodybuilding","4x12"
306,"Single Arm Dumbbell Front Rack Squat","https://youtu.be/1VzKnqCcUJ4",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
308,"Slider Single Arm Dumbbell Front Rack Contralateral Reverse Lunge","https://youtu.be/t8OkcdLjRFQ",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Dumbbell","Lower Body","Push","Compound","Bodybuilding","4x12"
309,"Cable Prone Bench Hamstring Curl","https://youtu.be/IalP0lgYPnc","https://youtu.be/Atl5qhOfJpQ","Novice","Hamstrings","Biceps Femoris","Gluteus Maximus",NULL,"Cable","Bench (Flat)","Lower Body","Pull","Isolation","Bodybuilding","4x12"
311,"Cable Standing Single Leg Hamstring Curl","https://youtu.be/tkh43Yc0tEs",NULL,"Novice","Hamstrings","Biceps Femoris","Gluteus Maximus",NULL,"Cable","None","Lower Body","Pull","Isolation","Bodybuilding","4x12"
314,"Slider Double Kettlebell Bottoms Up Front Rack Reverse Lunge",NULL,NULL,"Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
315,"Double Dumbbell Front Rack Squat","https://youtu.be/B86Zj72LwzA",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
316,"Double Dumbbell Suitcase Walking Lunge","https://youtu.be/KdE6b_r7wxA",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Dumbbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
317,"Barbell Back Rack Walking Lunge","https://youtu.be/ZPoMxOrIeO4","https://youtu.be/X9QswJmhBQI","Intermediate","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Barbell","None","Lower Body","Push","Compound","Bodybuilding","4x12"
318,"Bodyweight Box Pistol Squat","https://youtu.be/Ly71LeprFKQ","https://youtu.be/3gzzuPJzrUE","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","Plyo Box","Lower Body","Push","Compound","Calisthenics","4x20"
320,"Slider Double Kettlebell Bottoms Up Overhead Reverse Lunge",NULL,NULL,"Advanced","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Kettlebell","Lower Body","Push","Compound","Bodybuilding","4x12"
321,"Landmine Goblet Squat","https://youtu.be/oTRl7p13XtY","https://youtu.be/qigKC-U81Z4","Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Landmine","None","Lower Body","Push","Compound","Bodybuilding","4x12"
325,"Slider Dumbbell Goblet Reverse Lunge","https://youtu.be/tWmzgpoOUls?si=Fmrp6-y_e5qk2SNJ",NULL,"Novice","Quadriceps","Quadriceps Femoris","Gluteus Maximus","Biceps Femoris","Sliders","Dumbbell","Lower Body","Push","Compound","Bodybuilding","4x12"
326,"Bodyweight Dragon Squat","https://youtu.be/bQY7fLEkZqU","https://youtu.be/Pic8epzj1N4","Expert","Quadriceps","Quadriceps Femoris","Gluteus Maximus",NULL,"Bodyweight","None","Lower Body","Push","Compound","Calisthenics","4x20"
